id,level,area,tags,question,option_a,option_b,option_c,option_d,option_e,correct_option,explanation_correct,source_url,review_note,mcq_only
RI-040,Expert,Research Integrity & Ethics,research-misconduct,"How do questionable research practices (QRPs) like p-hacking and selective reporting differ from outright research misconduct (fabrication, falsification, and plagiarism, or ""FFP""), and why do they still harm the literature?","QRPs exploit analytic flexibility without meeting the definition of misconduct, yet still bias findings","QRPs are, in practice, tacitly tolerated by many researchers, even if not formally endorsed by journal policy","The boundary between QRPs and falsification is a formally defined, fixed threshold.",Practices like p-hacking and selective reporting have a mild effect on the overall reliability of published findings,QRPs require the same deliberate intent to deceive as FFP does,a,"QRPs occupy a grey zone: they capitalize on flexible analysis and selective reporting without meeting the definition of fabrication, falsification, or plagiarism, and unlike FFP, don't require intent to deceive. Yet Fanelli's meta-analysis found that while under 2% of scientists admit to FFP, up to a third admit to other QRPs, and even the researchers documenting this note the boundary is ""somewhat arbitrary,"" since practices like dropping data points on a gut feeling can shade into falsification without researchers recognizing it. This is exactly why QRPs distort the evidence base and contribute to the reproducibility crisis despite falling short of formal misconduct.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0005738,checked,
RI-041,Expert,Research Integrity & Ethics,authorship-credit; ai-use; publication-ethics,Why is defining 'authorship accountability' central to debates about AI and large collaborations in research?,Because the level of accountability an author holds is ultimately set by their citation counts,Because responsibility for a paper's integrity ultimately transfers entirely to the publishing journal,Because the individuals held accountable are generally chosen by seniority rather than contribution,Because authorship accountability is primarily the responsibility of the journal's legal team,"Because authorship confers responsibility, AI cannot bear it, and large teams strain individual accountability.",e,"Authorship is fundamentally about accountability for the work's integrity; this is why AI - unable to be accountable - cannot be an author, and why massive multi-author collaborations use contributorship statements, guarantors, and consortium models to preserve traceable responsibility.",https://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html,checked,
RI-042,Expert,Research Integrity & Ethics,research-misconduct; publication-ethics; responsible-assessment,What structural incentive is frequently blamed for driving researchers toward misconduct and questionable research practices?,The specific incentive to formally replicate other researchers' prior work,The incentive structure that rewards publication counts and novelty over methodological rigor,The specific incentive to preregister a study's hypotheses before data collection,The specific incentive to openly share the underlying data behind a study,The specific incentive to publish results that turn out to be negative or null,b,"Survey data from the Asian Council of Science Editors found that a majority of researchers believe institutional publication requirements have contributed to unethical practices, with ""publish or perish"" pressure and evaluation systems that reward quantity over quality frequently cited as a driver of questionable research practices and, at the extreme, outright misconduct.",https://www.csescienceeditor.org/article/publication-pressure-vs-research-integrity-global-insights-from-an-asian-council-of-science-editors-survey/,checked,
RI-043,Expert,Research Integrity & Ethics,research-misconduct; corrections-retractions; publication-ethics,"Why is the scholarly community's capacity for 'self-correction' both a strength and a vulnerability, as illustrated by paper mills and mass retractions?","Self-correction of this kind is, in practice, handled entirely by external research funders",The scholarly community's self-correction mechanisms are generally sufficient to catch fraud before it spreads,"Self-correction can catch errors, but limited effort means fraud can outpace it",Self-correction happens primarily through automated software with little need for human reviewers,The scholarly community's self-correction mechanisms provide little real value in catching fraud,c,"Mechanisms like PubPeer scrutiny, replication, and retraction embody science's self-correcting ideal, but they rely on scarce human attention and imperfect detection; paper mills exploit this by producing fraud faster than it can be found, and retractions frequently arrive years after the damage.",https://retractionwatch.com/2025/08/04/fighting-coordinated-publication-fraud-is-like-emptying-an-overflowing-bathtub-with-a-spoon-study-coauthor-says/,checked,
RI-044,Expert,Research Integrity & Ethics,corrections-retractions; publication-ethics; peer-review,How does the tension between anonymity and accountability play out in post-publication peer review platforms like PubPeer?,"There is, in fact, no real tension between anonymity and accountability on such platforms",Allowing commenters to remain anonymous tends to make their claims more factually reliable,Comments posted anonymously on such platforms are generally motivated by personal rivalry rather than genuine concern,Anonymity protects critics but can also enable unfounded or malicious claims,"Genuine accountability on such platforms is best achieved by only accepting comments from senior, tenured researchers",d,"Allowing anonymous critique lowers the risk of reprisal and surfaces concerns that might otherwise stay hidden, yet it can also permit baseless attacks; the resolution is to evaluate the substance and evidence of claims rather than trusting or dismissing them based on identity.",https://pubpeer.com/static/about,checked,
RI-045,Intermediate,Research Integrity & Ethics,publication-ethics; equity-inclusion,Why is transparent disclosure of competing interests important even when no bias actually occurred?,Because disclosing a conflict of interest confirms that the study's design was methodologically sound,Because it lets others judge whether interests may have influenced the work.,Because journals use disclosed conflicts of interest to help decide which papers get promoted in their marketing,Because it is a formality required when creating an account on the journal's submission portal,Because disclosure of this kind is actually intended to hide the true source of funding,b,"Even absent actual bias, undisclosed interests can undermine trust if later revealed; transparent disclosure allows others to assess potential influence themselves, which is why it is expected regardless of outcome.",https://publicationethics.org/competing-interests,checked,
RI-046,Intermediate,Research Integrity & Ethics,authorship-credit; publication-ethics,What is the appropriate way to credit someone who helped with a study but does not meet authorship criteria?,"Acknowledge their contribution in the acknowledgements, not as an author",Formally listing them on the paper as its corresponding author,Simply omitting any mention of their contribution from the paper entirely,Listing them as a full co-author on the paper regardless of their actual role,Citing their contribution formally as an external reference in the bibliography,a,"Contributors who do not meet authorship criteria (e.g., providing funding, technical help, or general supervision) should be named in the acknowledgements with their role, not listed as authors, to keep authorship accountable and accurate.",https://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html,checked,
RI-047,Beginner,Research Integrity & Ethics,publication-ethics,What is the safest first step when unsure whether a journal is legitimate or predatory?,Simply submit the manuscript and see what kind of response comes back,Use a checklist to verify the journal's transparency and legitimacy,Pay the journal's submission fee as a way of testing its review process,Assume that any journal with a functioning website must be legitimate,Choose whichever journal happens to charge the highest publication fee,b,"Before submitting, authors should evaluate the journal against a checklist (e.g., Think. Check. Submit.), checking indexing, editorial transparency, peer-review process, and legitimate contact information to avoid predatory venues.",https://thinkchecksubmit.org/,checked,
RI-048,Intermediate,Research Integrity & Ethics,authorship-credit; ai-use; publication-ethics,Why do many journals now require authors to disclose the use of generative AI tools but prohibit listing them as authors?,Because commercial generative AI tools are generally considered too expensive to use,Because generative AI tools do not currently have their own registered ORCID iDs,"Because AI cannot be accountable for the work, though its use must be disclosed",Because any text produced with the help of AI counts as plagiarism under most journal policies,Because disclosing the use of AI tools is believed to raise a journal's impact factor,c,"Authorship entails accountability that AI cannot bear, so AI is not an author; because AI can shape or err in content, its use must nonetheless be disclosed for transparency and to keep responsibility with the human authors.",https://publicationethics.org/guidance/cope-position/authorship-and-ai-tools,checked,
RI-049,Expert,Research Integrity & Ethics,research-misconduct; publication-ethics; peer-review,Why can't a single check or red flag reliably confirm whether a submitted manuscript came from a paper mill?,"Because paper mill submissions are identified by weighing a combination of specific indicators, not any one signal alone","Because paper mill manuscripts always contain at least one blatant, undeniable factual error",Because journals are legally barred from using more than one detection method per submission,Because a manuscript can only be classified as a paper mill product after it has already been retracted,Because reviewers are never given any training on what paper mill submissions look like,a,"COPE and STM's research on paper mills found that fake papers are identified through a combination of specific indicators assessed together, not a single decisive signal, and recommended a major education exercise so editors and reviewers are better equipped to identify these papers using dedicated tools and processes, since the problem is growing and risks overwhelming editorial processes reliant on any one check.",https://publicationethics.org/guidance/research-and-reports/paper-mills-research,checked,
RI-050,Expert,Research Integrity & Ethics,authorship-credit; publication-ethics; equity-inclusion,"A research assistant is listed in a paper's CRediT statement under ""Data Curation"" and ""Formal Analysis."" Does this alone qualify them as an author?","No, since CRediT documents contribution roles but does not itself establish that ICMJE's authorship criteria have been met","Yes, since any role listed in a CRediT statement automatically satisfies all ICMJE authorship criteria","No, since CRediT statements are only valid once a journal's editor has personally co-signed each listed role","Yes, but only if the research assistant is also acknowledged separately in the acknowledgements section","No, since research assistants are categorically excluded from ever appearing in a CRediT statement",a,"CRediT and ICMJE serve different, complementary purposes. CRediT documents what a contributor did, while ICMJE's four criteria determine who qualifies as an author. Being named in a CRediT statement for one or two roles doesn't automatically mean the full authorship threshold, substantial contribution, drafting/revising, final approval, and accountability, has been met; teams still need to apply their journal's or discipline's authorship guidance separately, since CRediT and authorship are related but distinct determinations.",https://credit.niso.org/implementing-credit/,checked,
RI-051,Expert,Research Integrity & Ethics,authorship-credit; publication-ethics; equity-inclusion,"A principal investigator not involved in a study insists on being added as an author to every paper from their lab, using their control over students' funding and progress as leverage. How does this differ from ordinary gift authorship?",It does not differ at all; coercion and gift authorship are simply two different names for one identical practice,"It differs only in that coercion authorship is legal, while gift authorship is not",It differs only in that coercion authorship always involves a larger number of total co-authors,"It involves a power imbalance and undue pressure, making it a distinct, more severe form known as coercion authorship","It differs only in that coercion authorship exclusively affects clinical, not academic, research",d,"Coercion authorship is increasingly documented as its own pattern, distinct from ordinary gift authorship because it relies on the asymmetrical power relationship between principal investigators and the graduate students or junior scientists whose funding and career progress often depend on them. Surveys in Sweden, Norway, and Denmark have found its prevalence among doctoral students ranging from 13% to 40%, indicating this is a widespread, pressure-based practice rather than a rare edge case, which is why researchers argue PIs bear special responsibility for not exploiting that power imbalance.",https://casrai.org/dictionary/term/coercive-authorship,checked,
RI-052,Expert,Research Integrity & Ethics,authorship-credit; publication-ethics; equity-inclusion,"An editor tells an author that including several citations to the editor's own journal, with no stated scientific rationale, is a condition for the paper's acceptance. What makes this coercive citation rather than a legitimate editorial suggestion?",Coercive citation is defined entirely by the total number of citations added to a manuscript,The citations lack scientific justification and acceptance is made contingent on adding them,"Any citation an editor recommends is automatically coercive, regardless of context or justification",The citations were suggested during peer review rather than after formal acceptance,The manuscript belongs to a field where citation counts are unusually low on average,b,"Ordinary peer review can legitimately ask authors to expand their citations to improve the paper. What makes a request coercive is a specific pattern: no indication that citations were actually lacking, no suggestion of which body of work to consult, and a directive to cite only the editor's own journal, a combination documented by Wilhite and Fong's 2012 survey, in which about one in five academics reported experiencing it and 86% considered it unethical.",https://en.wikipedia.org/wiki/Coercive_citation,checked,
RI-053,Expert,Research Integrity & Ethics,research-misconduct; publication-ethics,"According to COPE's guidance for editors, why might the same degree of text recycling be judged differently depending on where in a paper it appears?",COPE treats all sections of a paper as functionally identical when assessing recycled text,Only recycled text appearing in a paper's title is ever considered a genuine integrity concern,"Recycled text is judged solely by its word count, regardless of which section it appears in","COPE guidance applies exclusively to recycled data, never to recycled prose",Recycled text in a methods section is generally viewed as more acceptable than the same overlap in a discussion section,e,"COPE's position on text recycling notes that editors weigh several factors case by case, including where the overlap occurs in the paper; text recycled in a methods section is often more defensible, since procedures may legitimately be described in similar or identical language across an author's own studies, whereas the same degree of overlap in a discussion section is more likely to raise concerns about disguising a lack of original contribution.",https://publicationethics.org/guidance/cope-position/handling-text-recycling-also-known-self-plagiarism,checked,
RI-054,Expert,Research Integrity & Ethics,human-subjects; data-ethics,"A researcher removes participant names from a dataset but keeps a separate key linking each pseudonym back to the original identity, for potential re-contact later. Under GDPR, does this pseudonymized dataset fall outside the regulation's scope?","Yes, any dataset with names removed is automatically anonymized and therefore exempt from GDPR entirely","No, because GDPR does not recognize any distinction between pseudonymized and fully identifiable data","Yes, but only if the research is being conducted outside of the European Union","No, pseudonymized data still counts as personal data under GDPR since re-identification remains possible via the key","No, because Article 89 bans the use of pseudonymization in research altogether",d,"GDPR distinguishes pseudonymized data, where identity is masked but recoverable via a separate key, from truly anonymized data, where re-identification is not reasonably possible by any means. Pseudonymization is one of the safeguards the regulation encourages for research (Article 89), but pseudonymized data remains personal data and stays within GDPR's scope as long as a re-identification key exists anywhere; only genuinely anonymized data falls outside the regulation entirely.",https://iapp.org/news/a/how-gdpr-changes-the-rules-for-research,checked,
RI-055,Expert,Research Integrity & Ethics,human-subjects; publication-ethics; data-ethics,"Why does ICMJE require clinical trial registration to occur before participant enrollment begins, rather than simply requiring registration at some point before publication?",Registering before enrollment is required solely it speeds up the ethics review board's approval process,Registering before enrollment prevents researchers from selecting or changing outcomes after seeing how the results turn out,Registering before enrollment is required because unregistered trials are illegal to conduct in most countries,Registering before enrollment is required because participants are entitled to see the registration before consenting,Registering before enrollment has no real purpose beyond satisfying an arbitrary administrative deadline,b,"Clinical trial registration exists to prevent selective publication and selective outcome reporting. If registration happened only before publication rather than before enrollment, researchers could effectively choose their outcomes after seeing the data, then register a protocol that matches whichever results looked favorable. Requiring prospective registration, before the first participant is enrolled, closes that loophole by creating a public, timestamped record of the intended outcomes before anyone knows how the trial will turn out.",https://www.icmje.org/recommendations/browse/publishing-and-editorial-issues/clinical-trial-registration.html,checked,
RM-001,Intermediate,Reproducibility & Open Methods,reproducibility-replicability,"In the influential 2019 US National Academies framing, 'reproducibility' means:",Having your work cited by others,Publishing in a reproducible journal,Getting consistent results from a new study with newly collected data,"Consistent results using the same data, code, and analysis steps",Repeating an experiment in a different country,d,"The National Academies define reproducibility as obtaining consistent results using the same input data, computational steps, methods, code, and conditions of analysis (computational reproducibility).",https://www.nationalacademies.org/read/25303/chapter/3,checked,
RM-002,Beginner,Reproducibility & Open Methods,preregistration,What is 'preregistration' of a study?,Submitting a completed manuscript to a journal before it has actually been written,Paying a required publication fee to the journal well in advance,Formally registering for and obtaining a personal ORCID iD,Publicly specifying hypotheses and analysis plans before collecting or examining the data,Registering in advance to attend an upcoming academic conference,d,"Preregistration means documenting a study's hypotheses and planned analyses in a public registry before data are collected or analyzed, helping distinguish confirmatory from exploratory work.",https://www.cos.io/initiatives/prereg,checked,
RM-003,Intermediate,Reproducibility & Open Methods,reproducibility-replicability,"In the 2019 National Academies distinction, 'replicability' refers to:",Consistent results across studies using newly collected data,Formally translating a published paper into a different language,Depositing and archiving a dataset within a trusted repository,Simply rerunning the exact same code on the exact same original dataset,Reformatting an already-published paper to submit to a new journal,a,"Replicability is obtaining consistent results across different studies that each answer the same scientific question with their own newly collected data, in contrast to reproducibility, which reuses the same data.",https://www.nationalacademies.org/read/25303/chapter/3,checked,
RM-004,Intermediate,Reproducibility & Open Methods,preregistration; peer-review,How does a Registered Report differ from ordinary preregistration?,The study protocol is peer reviewed before data collection and can receive 'in-principle acceptance',It is generally reviewed by an editor after the study has been completed and submitted for publication,"It functions mainly as a second, duplicate registration filed alongside a standard preregistration",It is a publishing format used mainly for randomized clinical trials rather than other study designs,It mainly involves registering a study's title and authors rather than its hypotheses or methods,a,"In a Registered Report, a Stage 1 manuscript (introduction and methods) is peer reviewed before data collection; if accepted in principle, the journal commits to publishing the completed study regardless of whether results are positive, reducing publication bias.",https://www.cos.io/initiatives/registered-reports,checked,
RM-005,Intermediate,Reproducibility & Open Methods,preregistration; policy-compliance,"The TOP Guidelines, adopted by many journals, primarily address:",Setting standard limits on the article processing charges journals may bill,Transparency and openness standards for journal data and code policies,Defining the technical syntax used for persistent identifier strings,Producing an annual ranking of universities based on research output,Standardizing the copyright transfer terms used in publishing agreements,b,"The Transparency and Openness Promotion (TOP) Guidelines, from the Center for Open Science, give journals a menu of standards such as data, analysis code, and materials transparency, each implementable at increasing levels of stringency.",https://www.cos.io/initiatives/top-guidelines,checked,
RM-006,Expert,Reproducibility & Open Methods,preregistration; peer-review,Which set of problems are Registered Reports specifically designed to reduce?,Peer reviewer shortages,Plagiarism and image duplication,Slow typesetting and high APCs,"Bias, p-hacking, and HARKing",Data storage costs,d,"By fixing hypotheses and analyses before results are known and guaranteeing publication of sound studies, Registered Reports target publication bias, p-hacking (exploiting analytic flexibility), and HARKing.",https://www.cos.io/initiatives/registered-reports,checked,
RM-007,Expert,Reproducibility & Open Methods,preregistration; peer-review; policy-compliance,"In the TOP Guidelines, what does having 'three levels' for each standard mean?",It means that three completely separate journals must formally agree on a decision,It means the review process for a manuscript happens across three separate rounds,"Each standard can be implemented with increasing stringency, from disclosure to verification",It means the TOP Guidelines contain only three standards in total,It means authors are given exactly three separate attempts to submit their manuscript,c,Each TOP standard can be adopted at one of three levels of increasing rigor: Level 1 (Disclosed) — authors state whether the practice was followed; Level 2 (Shared and Cited) — the practice is carried out and the output cited; Level 3 (Certified) — an independent party certifies compliance. This lets journals adopt openness incrementally.,https://www.cos.io/initiatives/top-guidelines,checked,
RM-008,Expert,Reproducibility & Open Methods,reproducibility-replicability,Why does the 2019 National Academies report argue that a lack of replicability is not always a sign of error or misconduct?,Non-replication can arise from real complexity and can itself drive discovery,"Because academic journals, as a rule, never actually publish replication studies",Because every single instance of non-replication is ultimately caused by fraud,Because replicating a scientific study is considered impossible in principle,"Because the terms replicability and reproducibility are, in fact, identical concepts",a,"The report notes that some non-replication is expected and even useful: it can result from the genuine complexity of systems under study and can prompt new hypotheses, so it should not be automatically equated with error or misconduct.",https://www.nationalacademies.org/read/25303/chapter/3,checked,
RM-009,Expert,Reproducibility & Open Methods,preregistration; peer-review; policy-compliance,Which organization created and maintains the TOP Guidelines and the associated 'TOP Factor' concept?,"UNESCO, through its open science division",The Center for Open Science (COS),"Crossref, as part of its metadata services","Elsevier, as a commercial publisher","Clarivate, through its Web of Science platform",b,"The Center for Open Science developed the TOP Guidelines (introduced in Science in 2015) and the TOP Factor, an alternative journal metric scoring journals on their transparency policies rather than citations.",https://www.cos.io/initiatives/top-guidelines,checked,
RM-010,Beginner,Reproducibility & Open Methods,computational-reproducibility; software-development,"What is a computational notebook (e.g., Jupyter, R Markdown, Quarto) useful for in reproducible research?",A secure place specifically designed for storing login passwords,"Combining code, outputs, and narrative in one rerunnable document",A tool used specifically for ranking academic journals,A tool intended to entirely replace the formal peer-review process,A service used specifically for assigning persistent DOIs,b,"Computational notebooks interleave executable code, results (tables, figures), and prose, letting others follow and re-execute the exact analytical steps - supporting transparency and computational reproducibility.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9477311/,checked,
RM-011,Beginner,Reproducibility & Open Methods,reproducibility-replicability; computational-reproducibility; data-sharing,Why is sharing analysis code alongside a paper important for reproducibility?,Sharing the code is thought to remove the need to share any underlying data,It lets others see how data were processed and rerun the analysis,Sharing the analysis code is believed to directly raise a journal's impact factor,Sharing the analysis code is a formal requirement for obtaining a DOI,Sharing the code mainly serves to make the resulting paper noticeably shorter,b,Publishing the code makes the analytical steps transparent and allows independent verification and reuse; text descriptions of methods are often too incomplete to reproduce results without the actual code.,https://book.the-turing-way.org/reproducible-research/overview/,checked,
RM-012,Beginner,Reproducibility & Open Methods,reproducibility-replicability,What is protocols.io used for?,A service used specifically for the long-term storage of research datasets,"Creating and sharing detailed, versioned research protocols",A tool used specifically to rank published protocols by their citation count,A service used specifically for registering researchers' ORCID iDs,A tool used by publishers specifically to detect plagiarism in manuscripts,b,"protocols.io is a platform for authoring, sharing, and updating detailed research protocols (often with DOIs), improving methodological transparency and letting others reproduce procedures exactly.",https://www.protocols.io/about,checked,
RM-013,Beginner,Reproducibility & Open Methods,reproducibility-replicability,What is the 'replication crisis' (or reproducibility crisis)?,A general shortage of academic journals willing to publish new research,A situation in which far too many replication studies are being published,A general and pervasive lack of citations across the scientific literature,A broader crisis concerning how research data is stored and archived,Many published results are difficult or impossible to reproduce,e,"The replication crisis refers to widespread difficulty reproducing or replicating published findings - notably highlighted in psychology and biomedicine - prompting reforms in transparency, preregistration, and statistics.",https://en.wikipedia.org/wiki/Replication_crisis,checked,
RM-014,Beginner,Reproducibility & Open Methods,computational-reproducibility; software-development,What is an 'electronic lab notebook' (ELN)?,A tablet device used casually for jotting down personal notes,A piece of software used specifically to manage bibliographic citations,"Software for recording research activities, protocols, and data digitally",A specific type of preprint posted before formal peer review,A system used by journals specifically to manage manuscript submissions,c,"An ELN is digital software for documenting experiments, methods, and results, making records searchable, shareable, time-stamped, and easier to preserve and audit than paper lab notebooks - supporting reproducibility and integrity.",https://book.the-turing-way.org/reproducible-research/rdm/rdm-elns/,checked,
RM-015,Beginner,Reproducibility & Open Methods,computational-reproducibility; software-development,"Why should a random 'seed' be set and reported in analyses involving randomness (e.g., simulations, machine learning)?",So that the underlying computational analysis simply runs faster overall,So that the resulting paper accumulates a higher number of citations,So that operations involving random numbers produce the same results every time,So that the final results of the analysis become fully encrypted,So that the resulting analysis can be formally assigned its own DOI,c,"Setting and reporting a random seed fixes the sequence of pseudo-random numbers, so a simulation, train/test split, or stochastic model yields identical results on re-execution - a small step that greatly aids computational reproducibility.",https://book.the-turing-way.org/reproducible-research/testing/testing-exceptions/#use-random-number-seeds,checked,
RM-016,Beginner,Reproducibility & Open Methods,reproducibility-replicability; peer-review; policy-compliance,What are 'reporting guidelines' such as CONSORT (trials) and PRISMA (systematic reviews)?,Specialized software platforms used to manage the peer-review process,A formal set of rules governing how bibliographic references should be formatted,Systems used specifically for ranking academic journals against each other,Standardized legal frameworks that govern how research outputs may be licensed,Structured checklists specifying what information a study of a given type must report,e,"Reporting guidelines are checklists (e.g., CONSORT for randomized trials, PRISMA for systematic reviews, ARRIVE for animal studies) that define the minimum information needed for transparent, complete, and assessable reporting.",https://www.equator-network.org/,checked,
RM-017,Beginner,Reproducibility & Open Methods,data-sharing,What is 'open materials' in the context of open methods?,Office supplies such as pens and paper that are provided completely free,"Open access journal articles specifically, and nothing else",Making study materials like stimuli and protocols openly available for reuse,Textbooks that have entered the public domain and can be freely reused,Editorial pieces published openly by an academic journal,c,"Open materials means sharing the actual instruments and resources behind a study (surveys, stimuli, analysis code, protocols) so that others can scrutinize, reuse, and attempt to reproduce it - one of the components rewarded by Open Science Badges.",https://www.cos.io/initiatives/badges,checked,
RM-018,Beginner,Reproducibility & Open Methods,computational-reproducibility,"What is ""The Turing Way""?",A ranking that orders universities according to their research output,A tool used specifically for indexing and tracking scholarly citations,A commercial software package used for performing statistical analysis,A server specifically dedicated to hosting early preprint manuscripts,An open handbook of good practices for reproducible research,e,"The Turing Way is an openly licensed, community-authored guide covering reproducible research, project design, communication, collaboration, and ethics, serving as a widely used reference for good practice.",https://book.the-turing-way.org/,checked,
RM-019,Beginner,Reproducibility & Open Methods,reproducibility-replicability; peer-review,What are 'Open Science Badges'?,Formal awards given specifically to a field's single most-cited paper each year,Formal certificates issued to individuals who serve as peer reviewers,Badges certifying that authors made data or materials openly available,Visual labels indicating that a journal has an unusually high impact factor,Name tags that identify attendees at academic conferences,c,"Open Science Badges (from the Center for Open Science) are earned incentives shown on articles indicating open data, open materials, or preregistration, nudging authors toward transparent practices.",https://www.cos.io/initiatives/badges,checked,
RM-020,Beginner,Reproducibility & Open Methods,reproducibility-replicability; computational-reproducibility; software-development,Why is documenting the software versions and dependencies used in an analysis important?,Documenting this information is mainly a way to make the resulting files smaller,Because results can change with different software or package versions,Documenting this information is believed to directly increase citation counts,Documenting this information is a formal requirement for assigning a software license,Documenting software versions is considered relevant for physical computing hardware,b,"Analyses can produce different results under different versions of languages, packages, or libraries; capturing exact versions and dependencies (e.g., in an environment file) lets others rebuild the same environment and reproduce results.",https://book.the-turing-way.org/reproducible-research/renv/renv-options/,checked,
RM-021,Beginner,Reproducibility & Open Methods,preregistration,What does 'preregistration' primarily help distinguish?,It primarily helps distinguish raw underlying data from analysis code,It primarily helps distinguish the paper's authors from its peer reviewers,It primarily helps distinguish open access publishing from subscription publishing,Confirmatory analyses planned in advance from exploratory ones,It primarily helps distinguish journals from institutional repositories,d,"By recording hypotheses and analysis plans before seeing the data, preregistration makes clear which analyses were planned (confirmatory) versus generated after looking at the data (exploratory), curbing practices like HARKing.",https://www.cos.io/initiatives/prereg,checked,
RM-022,Beginner,Reproducibility & Open Methods,computational-reproducibility; software-development,"What is a 'container' (e.g., Docker) in the context of reproducible computation?",A physical box or crate used to store printed materials,A specific standardized format used for citing scholarly sources,A type of online service used specifically for storing research data,A specific category or type of academic journal,A packaged environment bundling code with its dependencies,e,"A container encapsulates an application together with its libraries and configuration, so the analysis behaves consistently across computers, greatly aiding reproducibility of complex computational workflows.",https://book.the-turing-way.org/reproducible-research/renv/renv-options/,checked,
RM-023,Beginner,Reproducibility & Open Methods,preregistration; reproducibility-replicability; publication-ethics,Why is publishing negative or null results valuable for reproducibility and the literature?,"Because negative or null results are, as a general rule, always incorrect",Because studies with negative or null results simply cannot undergo peer review,Because publishing negative results is believed to raise a journal's impact factor,Because omitting them creates publication bias,Because publishing this kind of result is a formal requirement for obtaining a DOI,d,"When only positive findings are published, the literature overstates effects and wastes effort on already-failed approaches; publishing null/negative results counters publication bias and supports accurate meta-analysis and reproducibility.",https://www.cos.io/initiatives/registered-reports,checked,
RM-024,Intermediate,Reproducibility & Open Methods,reproducibility-replicability,What did the Reproducibility Project: Psychology (2015) find?,"Psychology as a field showed strong reproducibility, with only a small number of studies affected","Most of the studies in the sample replicated closely, with similar effect sizes to the originals",The project concluded that replication studies are generally not a useful way to check findings,The project attributed most of the non-replications it found to fraud or misconduct by the original researchers,Many psychology studies did not reproduce when independently replicated,e,"The Open Science Collaboration's large-scale replication of 100 psychology studies found that a large share failed to replicate, with replicated effect sizes typically much smaller than the originals - a landmark empirical demonstration of the replication crisis.",https://www.science.org/doi/10.1126/science.aac4716,checked,
RM-025,Intermediate,Reproducibility & Open Methods,preregistration; publication-ethics,What is 'p-hacking'?,The unethical practice of directly stealing p-values from other researchers' work,Selectively reporting analyses that reach statistical significance,The practice of formally registering a study's hypotheses before collecting data,The practice of openly sharing one's analysis code alongside a publication,"The straightforward, correct statistical procedure for computing a p-value",b,"P-hacking exploits analytic flexibility - testing multiple specifications, adding/dropping cases, or trying many outcomes - and reporting only significant results, which produces spurious 'significant' findings and undermines reproducibility.",https://en.wikipedia.org/wiki/Data_dredging,checked,
RM-026,Beginner,Reproducibility & Open Methods,computational-reproducibility; software-development,What is Binder (mybinder.org) used for?,A traditional bookbinding service used to physically bind printed journal articles,"Turning a code repository into a live, interactive computing environment","A cloud service used specifically for the permanent, long-term storage of large datasets",A service used specifically for assigning persistent DOIs to shared code,A platform used specifically for ranking different pieces of research software,b,"Binder builds an executable environment from a repository's contents and dependency files, letting anyone run the notebooks interactively online - lowering the barrier to reproducing and exploring an analysis.",https://mybinder.readthedocs.io/en/latest/introduction.html,checked,
RM-027,Intermediate,Reproducibility & Open Methods,preregistration; publication-ethics,How does the 'garden of forking paths' concept relate to reproducibility problems?,It describes a particular kind of network built from citation relationships between papers,It describes a specific technical layout used for organizing stored data files,Undeclared analytic choices can lead to false positives without conscious p-hacking,It refers to a standardized template used when writing a study preregistration,It refers to a specific type of software container used in computing,c,"The 'garden of forking paths' (Gelman and Loken) notes that researcher degrees of freedom - defensible choices made contingent on the data - can inflate false positives even without intentional p-hacking, which is why preregistration of analysis plans matters.",forrt.org/glossary/english/garden_of_forking_paths/,checked,
RM-028,Intermediate,Reproducibility & Open Methods,preregistration; publication-ethics,Why is the American Statistical Association's guidance often summarized as 'a p-value is not a measure of effect size or importance'?,Because reporting an effect size alongside a p-value is technically illegal in most fields,"Because p-values, understood correctly, are fundamentally wrong to compute","Because a p-value reflects evidence against a null, not the size or importance of an effect",Because a p-value is understood to directly and precisely measure a study's reproducibility,"Because a p-value is, mathematically, exactly the same thing as a confidence interval",c,"The ASA statement warns against conflating statistical significance with importance: a p-value speaks to compatibility with a null model, not to how large or consequential an effect is, so reporting effect sizes and uncertainty is essential.",https://www.tandfonline.com/doi/full/10.1080/00031305.2016.1154108,checked,
RM-029,Intermediate,Reproducibility & Open Methods,reproducibility-replicability; computational-reproducibility,What is the difference between 'methods reproducibility' and 'results reproducibility' as sometimes distinguished in the literature?,Methods reproducibility is what some other terminologies (e.g. Claerbout's) call 'replicability' instead,"Methods reproducibility is providing enough detail (code, data, protocols) to repeat the study exactly","Methods reproducibility applies only to computational or simulation studies, not experimental research more broadly",Results reproducibility can be fully established even if methods reproducibility is not satisfied,"The distinction is mainly relevant to survey methodology, not experimental or computational science",b,"Goodman, Fanelli, and Ioannidis's lexicon distinguishes methods reproducibility (documenting procedures and data in enough detail to repeat them exactly) from results reproducibility (obtaining the same findings from an independent study with closely matched procedures); the former is what enables the latter to even be tested.",https://pmc.ncbi.nlm.nih.gov/articles/PMC5778115/,checked,
